sku,produto,fornecedor,custo,estoque,revisado_65,anterior,fila,etapa,identidade,conflito,economia,demanda,preco_competitivo,preco_piso,preco_alvo,break_even,margem_competitiva_pct,contribuicao,tributo_pct,tributo_status,recuperado_piso_10,motivos,avisos,revisao_identidade_previa,recomendacao,fonte,avaliado_em
VTK018514,Caixa Vazia Para 4 Cornetas E 2 Tweeters 4x2 Acarpetada - PC / 2,Evolusom Comercial Ltda,119.8,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018517,Contra Frente Plástica Permak Corsa Montana Meriva 2 Din Prata 89/m2,Evolusom Comercial Ltda,24.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,33.25,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018517.json,2026-09-05T15:16:37.457Z
VTK018518,Módulo De Vidro Elétrico Quantum Lv8fc50 Para Ranger 2013 2 Portas,Evolusom Comercial Ltda,85.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018519,Friso Lateral Flash 5827 Corolla Preto 4 Peças,Evolusom Comercial Ltda,121.78,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018529,Cabo Para Alarme Telecam 40 X 06 Vias Cobre 100 Metros,Evolusom Comercial Ltda,78.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018529.json,2026-09-05T15:16:37.457Z
VTK018531,Calota Grid Aro 13p 003cb-pta Ford Modelo Ka 2002/ 03 - PC / 4,Evolusom Comercial Ltda,43.4,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018532,Calota Grid Aro 14a 450ar-pta Modelo Nissan March 2015 - PC / 4,Evolusom Comercial Ltda,47.8,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018539,Lampada Super Led Shocklight H3 12v 32w 6000k 2200lm (par) Sll-10003,Evolusom Comercial Ltda,73.65,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK018539.json,2026-09-05T15:16:37.457Z
VTK018540,Lampada Super Led Shocklight H27 12v 32w 6000k 2200lm (par) - Sll-10027,Evolusom Comercial Ltda,73.65,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018542,Calota Grid Aro 15a 063ar-pta Volkswagen Fox Plus/ Space 2006 - PC / 4,Evolusom Comercial Ltda,66.6,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018544,Trava Eletrica Soft Aa.42.0114 Up 4portas 2014/...,Evolusom Comercial Ltda,141.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018550,Interface De Desbloqueio De Central Multimídia Original Bee Link Fiat Argo/cronos 2019,Evolusom Comercial Ltda,123.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018552,Trafo De Linha Frahm T10,Evolusom Comercial Ltda,43.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018557,"Antena Externa Para Celular Quadriband Aquário Cf-4000 800, 900, 1800 E 1900 Mhz 12 Dbi",Evolusom Comercial Ltda,79.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,94.5,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018557.json,2026-09-05T15:16:37.457Z
VTK018558,Shock Reparo Driver D-300/ D-305 Selenium,Evolusom Comercial Ltda,64.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018567,Dvr Citrox 4 Canais Xvr Gp3 5mp Multi Modo,Evolusom Comercial Ltda,294.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,342,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018567.json,2026-09-05T15:16:37.457Z
VTK018571,Gravador De Vídeo Em Rede Tp-link Vigi Nvr1004h-4p Poe+ 4 Canais,Evolusom Comercial Ltda,561.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,781.97,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018571.json,2026-09-05T15:16:37.457Z
VTK018574,"Calota Grid Aro 14"" 077cb-pta Modelo Uno Attractive 1.4 2011 - PC / 4",Evolusom Comercial Ltda,47.8,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018581,Inversor Solar Saj R5-3k-s1-15 Mono 220v 1mppt,Evolusom Comercial Ltda,1556.4,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018585,Kit De Lâmpada Tarponn Tp-6108 Ultraled Hb4 12v 40w,Evolusom Comercial Ltda,59.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018939,Mini Rack Max Economic 19 05 X 350 Mm Preto,Evolusom Comercial Ltda,112.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,139.38,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018939.json,2026-09-05T15:16:37.457Z
VTK019016,Cabo Coaxial Cabletech Rge-58 75% Preto 100 Metros,Evolusom Comercial Ltda,413.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019497,Chicote Original Toyota Permak 35/y,Evolusom Comercial Ltda,18.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,15.39,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019497.json,2026-09-05T15:16:37.457Z
VTK019852,Cabo Flexível Remoto Technoise 100% Cobre Preto 2.50mm Rolo 100 Metros,Evolusom Comercial Ltda,214.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,279.7,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019852.json,2026-09-05T15:16:37.457Z
VTK022504,"Caixa Vazia 1 Alto-falante 8"" Dutada",Evolusom Comercial Ltda,52.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK023717,Terminal De Fio Permak Encaixe Macho Espadão,Evolusom Comercial Ltda,33.9,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK026165,Conector P10 Stereo Metal Prata Gold Storm 5 Unidades,BKR 1 Comercio e Importação Ltda,55.32,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK026168,Hub 5 Em 1 Plug Usb Tipo C Storm,BKR 1 Comercio e Importação Ltda,31.52,7,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK001060,"Fio Stereo Philips 2x0,20mm Preto TIAFLEX - RL / 100",Evolusom Comercial Ltda,479.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK001060.json,2026-09-05T15:16:37.457Z
VTK001230,Arandela Quadrada JBL 6CO3Q+ 140w Branca - PAR / 2,Evolusom Comercial Ltda,549.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,587,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK001230.json,2026-09-05T15:16:37.457Z
VTK003488,Cabo Coaxial Para Celular de Mesa 15M RGC58 CF-215SMA Aquário Preto,Evolusom Comercial Ltda,94.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,116,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK003488.json,2026-09-05T15:16:37.457Z
VTK003639,Conector CAT.5 RJ 45 PGMD0001 Storm - PCT / 100,BKR 1 Comercio e Importação Ltda,13.04,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,27.25,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK003639.json,2026-09-05T15:16:37.457Z
VTK012233,"Palheta Bori Grl At-r16102 Picker 0,73 Mm (azul) R21003 10un",BKR 1 Comercio e Importação Ltda,10.18,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK012320,"Palheta Bori Grl At-r16136 Drip Gota 2,50 Mm (azul) R21019 10un",BKR 1 Comercio e Importação Ltda,10,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK012982,Correia Vt Sl 53 Bordo Floral Basso,BKR 1 Comercio e Importação Ltda,71.33,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,mercado/VTK012982.json,2026-09-05T15:16:37.457Z
VTK017753,Calota Grid Aro 13p 042cb-pta Gm Modelo Celta 2012/ 15 Cubo Baixo - PC / 4,Evolusom Comercial Ltda,43.4,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK017870,Calota Grid 246cp-pta Aro 15 P Mod Gol/voyage G7 2017/18 - PC / 4,Evolusom Comercial Ltda,66.6,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018119,"Tela Para Alto Falante Profissional Permak Furo Quadrado 12"" - PC / 2",Evolusom Comercial Ltda,27.8,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018170,"Aro Espaçador Permak Bafles 6x9"" Plástico Para Alto Falante Par",Evolusom Comercial Ltda,15.7,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018192,Calota Grid Aro 15p 123cp-pta Ford New Fiesta 2014/ 16 Cubo Padrão - PC / 4,Evolusom Comercial Ltda,66.6,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018206,Calota Aro 14p 187cb-pta Mod Hb20 2020 - PC / 4,Evolusom Comercial Ltda,47.8,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018251,"Calota Grid 250cp-pta Aro 15"" Modelo Gol, Voyage E Saveiro 2023 - PC / 4",Evolusom Comercial Ltda,66.6,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018313,Alicate Miniatura Meia Cana Western Bico Longo,Evolusom Comercial Ltda,11.2,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,22.7,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018313.json,2026-09-05T15:16:37.457Z
VTK018352,Cabo Para Microfone Santo Angelo Sc-20 Balanceado Azul 100 Metros,Evolusom Comercial Ltda,439.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,1193.51,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018352.json,2026-09-05T15:16:37.457Z
VTK018375,"Cabinho Auto Tiaflex 0,10 Mm Amarelo 100 Metros 101003",Evolusom Comercial Ltda,43.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018375.json,2026-09-05T15:16:37.457Z
VTK018406,Cabo De Bateria Crk 21.00mm 25m Vermelho,Evolusom Comercial Ltda,496.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,499,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018406.json,2026-09-05T15:16:37.457Z
VTK018407,Cabo De Bateria Crk 9.00mm 25m Vermelho,Evolusom Comercial Ltda,177.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018407.json,2026-09-05T15:16:37.457Z
VTK018420,Lâmpada Led Projetor Roadstar Mini Lens Rsh7 17br H7 - Par,Evolusom Comercial Ltda,159.9,6,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
