"anuncio";"sku";"produto";"fornecedor";"status";"preco_anterior";"preco_verificado";"margem_verificada";"alvo";"pendencia"
"MLB7247346200";"VTK017640";"Cinta Metálica Permak Para Auto Rádio Bosch 130";"EVOLUSOM-PR";"ALVO_VALIDADO";"35";"36.55";"0.07004103967168264";"0.07";""
"MLB7247346172";"VTK017323";"Controle Remoto MXT 01374 para TV Samsung 4K Netflix";"EVOLUSOM-PR";"ALVO_VALIDADO";"42";"43.18";"0.07017137563686891";"0.07";""
"MLB7247346062";"VTK017186";"Ferro De Solda Hikari Power 25w 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"85.57";"85.57";"0.19434381208367418";"0.07";""
"MLB7247345986";"VTK018245";"Câmera Dome Citrox Jetcolor 4x1 2mp Ir20m";"EVOLUSOM-PR";"ALVO_VALIDADO";"277";"281.14";"0.10002134168030163";"0.1";""
"MLB7247345856";"VTK017537";"Fone Com Microfone C3 Tech Ph-60bk Voicer Comfort";"EVOLUSOM-PR";"ALVO_VALIDADO";"61.98";"61.99";"0.07001129214389418";"0.07";""
"MLB4942213867";"VTK018238";"Alicate Decapador/cortador Ajustável Hikari Hk-312";"EVOLUSOM-PR";"ALVO_VALIDADO";"67";"68.46";"0.07011393514460999";"0.07";""
"MLB4942213843";"VTK017836";"Amplificador Digital Stetsom Cl800.4 800w";"EVOLUSOM-PR";"ALVO_VALIDADO";"447";"467.63";"0.10001496909950175";"0.1";""
"MLB4942213799";"VTK005814";"Amplificador Frahm RD BT Ceiling Amplifier Bluetooth 40W RMS";"EVOLUSOM-PR";"ALVO_VALIDADO";"557";"600.06";"0.10000666600006666";"0.1";""
"MLB4942213571";"VTK017597";"Fonte Chaveada 9v 2a P4 C+ 2.1 X 5.5 Mm";"EVOLUSOM-PR";"ALVO_VALIDADO";"49";"49.38";"0.07006885378695828";"0.07";""
"MLB4942213343";"VTK017932";"Mini Morsa Hikari Hk-201 Abertura Máxima: 2""/ 50mm";"EVOLUSOM-PR";"ALVO_VALIDADO";"149.3";"149.3";"0.087073007367716";"0.07";""
"MLB4942213135";"VTK018643";"Tweeter Permak 160 Watts Ref. 242";"EVOLUSOM-PR";"ALVO_VALIDADO";"62.18";"62.19";"0.0701077343624377";"0.07";""
"MLB4942212903";"VTK018118";"Refil De Tinta Magenta Multilaser Epson T664 100ml";"EVOLUSOM-PR";"ALVO_VALIDADO";"61.73";"61.73";"0.2713429450834278";"0.07";""
"MLB4942212841";"VTK018559";"Suporte De Mesa Para Tv Multivisão De 32"" Até 65"" - Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"299";"316.16";"0.10001265182186235";"0.1";""
"MLB4942212661";"VTK018080";"Alarme Automotivo Positron Cyber Ex-360 Blade";"EVOLUSOM-PR";"ALVO_VALIDADO";"447";"468.42";"0.10001707869006447";"0.1";""
"MLB4942212637";"VTK018349";"Alarme Automotivo Fks Fki505rf Conector Original Fiat 2012 Controle Cr963";"EVOLUSOM-PR";"ALVO_VALIDADO";"316";"354.69";"0.10000281936338774";"0.1";""
"MLB4942206393";"VTK017229";"Alto Falante Pioneer 6"" Ts-1760br 100rms Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"236.93";"236.93";"0.19904613176887687";"0.1";""
"MLB4942206195";"VTK018520";"Cabo Santo Angelo Rca Paredão 5 Metros Estéreo Vermelho Cristal";"EVOLUSOM-PR";"ALVO_VALIDADO";"228.94";"228.94";"0.19839259194548792";"0.1";""
"MLB4942205913";"VTK018086";"Multimidia Mp5 Roadstar Pro Line Rs7200br";"EVOLUSOM-PR";"ALVO_VALIDADO";"517";"540.09";"0.1000018515432613";"0.1";""
"MLB4942205867";"VTK004012";"Nobreak Ts Shara Ups Compact 700VA 7Ah Bivolt";"EVOLUSOM-PR";"ALVO_VALIDADO";"790";"825.73";"0.10000847734731691";"0.1";""
"MLB4942205823";"VTK018637";"Pistola De Cola Quente Hikari Hpc-280 280w Bivolt 21k913";"EVOLUSOM-PR";"ALVO_VALIDADO";"219.34";"219.34";"0.1975471870155922";"0.1";""
"MLB4942205583";"VTK018979";"Moldura Fiamon 9"" Modelo Chinês Com Adaptador 7"" Cruze 2016/2017";"EVOLUSOM-PR";"ALVO_VALIDADO";"329";"357.26";"0.10001119632760454";"0.1";""
"MLB4942205527";"VTK017162";"Multímetro Digital Dt-830b 2 Mega";"EVOLUSOM-PR";"ALVO_VALIDADO";"52.5";"52.5";"0.0700952380952381";"0.07";""
"MLB4942205487";"VTK018278";"Resistência Para Ferro De Solda Hikari Power 40 127v Com 2 Peças";"EVOLUSOM-PR";"ALVO_VALIDADO";"46";"53.1";"0.07005649717514124";"0.07";""
"MLB4942205407";"VTK002745";"Multímetro Analógico Minipa ET-3021C Azul";"EVOLUSOM-PR";"ALVO_VALIDADO";"290";"307.38";"0.10000650660420327";"0.1";""
"MLB4942205239";"VTK017398";"Porta Fusível Technoise 1 Via Niquel Faca Anl";"EVOLUSOM-PR";"ALVO_VALIDADO";"45.6";"47.56";"0.07001682085786375";"0.07";""
"MLB4942205025";"VTK018179";"Adaptador Rca Stetsom St-6100 Com Saída Remoto/filtro Antirruído";"EVOLUSOM-PR";"ALVO_VALIDADO";"165.4";"165.4";"0.07001209189842805";"0.07";""
"MLB4942204815";"VTK020760";"Antena Log Digital Proeletronic Prohd-1040db 14db 28 Elementos";"EVOLUSOM-PR";"ALVO_VALIDADO";"103.88";"103.88";"0.2486522911051213";"0.07";""
"MLB4942204703";"VTK000337";"Caixa Multimídia C3Tech SP-301BK 2.0";"EVOLUSOM-PR";"ALVO_VALIDADO";"52";"53.74";"0.07015258652772609";"0.07";""
"MLB4942204669";"VTK017997";"Câmera De Segurança Rotacional Elsys Esc-wr4f";"EVOLUSOM-PR";"ALVO_VALIDADO";"390";"414.54";"0.10001447387465624";"0.1";""
"MLB4942204637";"VTK018800";"Central Multimídia Roadstar Android Com Carplay 7"" - Rs815br";"EVOLUSOM-PR";"ALVO_VALIDADO";"790";"827.18";"0.10000241785342973";"0.1";""
"MLB4942204541";"VTK018384";"Calculadora Cientifica Procalc Sc82p 10+2 Dígitos 240 Funções";"EVOLUSOM-PR";"ALVO_VALIDADO";"55.47";"55.48";"0.0701153568853641";"0.07";""
"MLB4942204411";"VTK017228";"Disco Diamantado Vonder V4 110mm";"EVOLUSOM-PR";"ALVO_VALIDADO";"39";"40.78";"0.07013241785188817";"0.07";""
"MLB4942204387";"VTK001736";"Ferro de Solda 34W 220V Plus SC40P Azul Hikari";"EVOLUSOM-PR";"ALVO_VALIDADO";"62.1";"62.11";"0.07003703107390113";"0.07";""
"MLB4942204341";"VTK018758";"Ferro De Soldar à Gás Hikari Hk-900 30a100w";"EVOLUSOM-PR";"ALVO_VALIDADO";"157";"163.96";"0.0700170773359356";"0.07";""
"MLB4942204321";"VTK017225";"Fita Auto Fusão Vonder 19mm X 5m";"EVOLUSOM-PR";"ALVO_VALIDADO";"42";"42.14";"0.0700047460844803";"0.07";""
"MLB4942204245";"VTK017739";"Disco Diamantado Vonder V3 Furo 20 110mm";"EVOLUSOM-PR";"ALVO_VALIDADO";"35";"36.9";"0.07018970189701897";"0.07";""
"MLB4942204211";"VTK017962";"Ferro De Solda Hikari 30 Power 25w 220v";"EVOLUSOM-PR";"ALVO_VALIDADO";"85.57";"85.57";"0.19434381208367418";"0.07";""
"MLB4942204135";"VTK018727";"Resistencia Para Ferro De Solda Hikari Power 30 220v Conj 2 Pç";"EVOLUSOM-PR";"ALVO_VALIDADO";"41";"41.88";"0.07020057306590258";"0.07";""
"MLB4942204073";"VTK017604";"Testador Digital De Cabos De Rede Mxt Ns-468-b";"EVOLUSOM-PR";"ALVO_VALIDADO";"59.51";"59.51";"0.07007225676356915";"0.07";""
"MLB4942184259";"VTK017920";"Alicate Bico Redondo Longo Hikari 6"" 150 Mm";"EVOLUSOM-PR";"ALVO_VALIDADO";"44";"46.31";"0.07017922694882314";"0.07";""
"MLB4942184227";"VTK018239";"Alicate Multiuso Vonder 954 Para Eletrecista 9""";"EVOLUSOM-PR";"ALVO_VALIDADO";"63.72";"63.73";"0.07013965165542131";"0.07";""
"MLB4942184071";"VTK017571";"Bateria Selada de Chumbo Elgin VRLA 12V 7Ah";"EVOLUSOM-PR";"ALVO_VALIDADO";"103";"111.76";"0.07006084466714388";"0.07";""
"MLB4942183847";"VTK017222";"Fone De Ouvido Evus F-09 Intra Auricular Premium Rosa";"EVOLUSOM-PR";"ALVO_VALIDADO";"46";"48.5";"0.07010309278350516";"0.07";""
"MLB4942183783";"VTK018595";"Módulo Amplificador H-buster Maxpower Hbm6400 6 Canais";"EVOLUSOM-PR";"ALVO_VALIDADO";"711";"742.99";"0.10000134591313477";"0.1";""
"MLB4942183635";"VTK019115";"Grampeador/pinador Elétrico Vonder Gpe 916 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"555";"586.17";"0.10000511796918983";"0.1";""
"MLB4942183533";"VTK018981";"Moldura Fiamon 9"" Toyota Corolla G10 Preta Fosca";"EVOLUSOM-PR";"ALVO_VALIDADO";"122";"132.05";"0.07004922377887163";"0.07";""
"MLB4942183509";"VTK019132";"Moldura Fiamon Fit 15/19 G3 Black Piano";"EVOLUSOM-PR";"ALVO_VALIDADO";"249";"252.48";"0.10000792141951838";"0.1";""
"MLB4942183017";"VTK018503";"Alarme Automotivo Universal Fks Fk904 Cb Com Bloqueador";"EVOLUSOM-PR";"ALVO_VALIDADO";"337";"337";"0.10044510385756678";"0.1";""
"MLB4942182987";"VTK017861";"Alarme Automotivo Fks Fk902 Plus Universal Função Desliga Rádio";"EVOLUSOM-PR";"ALVO_VALIDADO";"209.45";"209.46";"0.10001909672491167";"0.1";""
"MLB4942182959";"VTK018009";"Alarme Automotivo Universal Fks Fk902 Plus - Sem Bloqueio";"EVOLUSOM-PR";"ALVO_VALIDADO";"247";"247";"0.11174089068825911";"0.1";""
"MLB4942182707";"VTK017338";"Caixa De Som Evus As-225d Color Wave";"EVOLUSOM-PR";"ALVO_VALIDADO";"79";"82.39";"0.0700327709673504";"0.07";""
"MLB4942182573";"VTK017992";"Caixa Hermética Multitoc Vedada 14,5x10,5x7,0 Completa Preta";"EVOLUSOM-PR";"ALVO_VALIDADO";"35";"35";"0.09428571428571428";"0.07";""
"MLB4942182437";"VTK017688";"Controle Remoto Ar Condicionado Mxt 01300 Samsung Db93-13553a";"EVOLUSOM-PR";"ALVO_VALIDADO";"42";"44.18";"0.07016749660479855";"0.07";""
"MLB4942182145";"VTK001157";"Lupa Com Suporte E Pinça Hikari HLS-10";"EVOLUSOM-PR";"ALVO_VALIDADO";"71.03";"71.05";"0.07009148486981";"0.07";""
"MLB4942182107";"VTK017454";"Teclado Usb Multimídia C3tech Kb-m10bk - Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"45";"47";"0.07";"0.07";""
"MLB4612539573";"VTK001528";"Encordoamento Para Guitarra .011 Medium Nanoweb 12102 Elixir";"BKR1";"ALVO_VALIDADO";"202.05";"216.09";"0.1000046277014207";"0.1";""
"MLB4582573677";"VTK001528";"Encordoamento Para Guitarra .011 Medium Nanoweb 12102 Elixir";"BKR1";"ALVO_VALIDADO";"202.05";"216.09";"0.1000046277014207";"0.1";""
"MLB7108545962";"VTK000036";"Encordoamento Para Contrabaixo 4 Cordas .045 Giannini GEEBRS";"EVOLUSOM-PR";"ALVO_VALIDADO";"136.37";"136.38";"0.07002493034169234";"0.07";""
"MLB7076429362";"VTK000036";"Encordoamento Para Contrabaixo 4 Cordas .045 Giannini GEEBRS";"EVOLUSOM-PR";"ALVO_VALIDADO";"136.37";"136.38";"0.07002493034169234";"0.07";""
"MLB7253032724";"VTK001672";"Jogo de Soquete Com 11 Peças e Catraca Brasfort";"EVOLUSOM-PR";"ALVO_VALIDADO";"78.9";"90.02";"0.0700955343257054";"0.07";""
"MLB7253032596";"VTK018917";"Alto Falante Eros Linha Pro E-510 10"" 8r 500w Rms";"EVOLUSOM-PR";"ALVO_VALIDADO";"899";"930.25";"0.10000537489922064";"0.1";""
"MLB7253022344";"VTK017223";"Headset Gamer Evus F-02r Supreme";"EVOLUSOM-PR";"ALVO_VALIDADO";"78.9";"90.16";"0.07009760425909495";"0.07";""
"MLB7253022256";"VTK018500";"Alto Falante Roadstar Rs650mbr Marine Coaxial 6,5'' 200w Rms 4 Ohms Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"697";"755.34";"0.10000794344268807";"0.1";""
"MLB7253022242";"VTK017609";"Amplificador Digital Stetsom Hl800.4 900w 4 Canais 2 Ohms";"EVOLUSOM-PR";"ALVO_VALIDADO";"600.74";"648.23";"0.1000107986362865";"0.1";""
"MLB7253022130";"VTK019049";"Teclado Gamer Bloody B540 Mecânico De Alta Performance Usb Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"991";"1191";"0.15";"0.15";""
"MLB7252818098";"VTK016152";"40 Pilhas Alcalinas Aaa Panasonic (10 Cart)";"BKR1";"ALVO_VALIDADO";"183.06";"183.06";"0.07642303070031684";"0.07";""
"MLB4945582851";"VTK018988";"Alto Falante Eros E908 Trio Evo 8r 450w";"EVOLUSOM-PR";"ALVO_VALIDADO";"899";"960.36";"0.1000041651047524";"0.1";""
"MLB4945582837";"VTK018501";"Alto Falante Roadstar Rs850br Marine Coaxial 8'' Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"970";"1107.83";"0.1500049646606429";"0.15";""
"MLB4945582777";"VTK018674";"Dvr Gravador De Vídeo Frahm 8 Canais Fgd2008l";"EVOLUSOM-PR";"ALVO_VALIDADO";"711";"728.85";"0.10000686012211017";"0.1";""
"MLB7258671368";"VTK001122";"Super Mixer Agratto MX-01 200W Preto 127v";"BKR1";"ALVO_VALIDADO";"122.31";"122.32";"0.07006213211249183";"0.07";""
"MLB7257135796";"VTK002611";"Adaptador USB Tipo C Macho Para VGA Femea ADAP0057 Branca Storm";"EVOLUSOM-PR";"ALVO_VALIDADO";"77.24";"77.24";"0.2704557224236147";"0.07";""
"MLB4949364223";"VTK001220";"Arandela 6"" Frahm 70w Quadrada Cx Branca";"EVOLUSOM-PR";"ALVO_VALIDADO";"276.8";"296.85";"0.10001684352366515";"0.1";""
"MLB4947942215";"VTK017475";"Cabo Lan Mpt Cat6 U/utp 23awgx4p 305 Metros Cmx Azul 53040545";"EVOLUSOM-PR";"ALVO_VALIDADO";"1390";"1602.28";"0.1500049928851387";"0.15";""
"MLB7111644574";"VTK012178";"Driver 25mm 30w Rms 8 Ohms - Atk 35mh2560b-8 - Médios E Agudos";"BKR1";"ALVO_VALIDADO";"153";"163.99";"0.07000426855296055";"0.07";""
"MLB7276014356";"VTK012049";"Bateria Elgin Zinco-Carvão 9V 6F22 Blister 1 Unidade";"BKR1";"ALVO_VALIDADO";"25.34";"25.35";"0.07021696252465483";"0.07";""
"MLB7272652038";"VTK017940";"Subwoofer JBL Tornado 18SWT5600 18 Polegadas 2800W RMS 4 Ohms";"EVOLUSOM-PR";"ALVO_VALIDADO";"2099";"2417.13";"0.15000020685689225";"0.15";""
"MLB7184713650";"VTK016191";"56 Pilhas Comum Aa Panasonic (7 Cart)";"BKR1";"ALVO_VALIDADO";"101";"101";"0.1313861386138614";"0.07";""
"MLB7287243078";"VTK025254";"2 Jogos de Cordas 010 Light Guitarra Optiweb Elixir";"BKR1";"ALVO_VALIDADO";"449.54";"473.82";"0.1000168840487949";"0.1";""
"MLB7287242104";"VTK025252";"2 Jogos de Cordas 010 Extra Light Phosphor Violão Aço Elixir";"BKR1";"ALVO_VALIDADO";"606.31";"637.06";"0.10000627884343705";"0.1";""
"MLB7287241400";"VTK025251";"2 Jogos de Cordas 010 Extra Light 80/20 Violão Aço Elixir";"BKR1";"ALVO_VALIDADO";"475.59";"500.95";"0.10000998103603155";"0.1";""
"MLB7287239546";"VTK025248";"2 Jogos de Cordas 009 Custom Light Guitarra Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"500.69";"526.65";"0.10000949397132822";"0.1";""
"MLB7287228026";"VTK025250";"2 Jogos de Cordas 009 Super Light Guitarra Optiweb Elixir";"BKR1";"ALVO_VALIDADO";"449.54";"473.82";"0.1000168840487949";"0.1";""
"MLB7287177370";"VTK025249";"2 Jogos de Cordas 009 Super Light Guitarra Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"410.22";"432.88";"0.1000046202180743";"0.1";""
"MLB7286157346";"VTK018973";"Sirene Smart Isi 1001 Intelbras";"EVOLUSOM-PR";"ALVO_VALIDADO";"370";"388.89";"0.10000257142122451";"0.1";""
"MLB7286157244";"VTK018926";"Sirene Sem Fio Intelbras Is7";"EVOLUSOM-PR";"ALVO_VALIDADO";"290";"319.16";"0.1000125328988595";"0.1";""
"MLB7286157094";"VTK018927";"Sensor Presenca Intelbras Sem Fio Is5";"EVOLUSOM-PR";"ALVO_VALIDADO";"269";"296.17";"0.10001012931762164";"0.1";""
"MLB7286156942";"VTK018451";"Sensor Magnético Abertura Intelbras Sem Fio Is3";"EVOLUSOM-PR";"ALVO_VALIDADO";"164.11";"164.11";"0.07001401498994576";"0.07";""
"MLB7285987972";"VTK017362";"Cooler Gamer Evus F12s-argb Singularity";"EVOLUSOM-PR";"ALVO_VALIDADO";"55";"56.74";"0.07014451885794853";"0.07";""
"MLB7285987892";"VTK017375";"Cooler Gamer Evus F-12rgb Fan 12cm Com Led Rgb";"EVOLUSOM-PR";"ALVO_VALIDADO";"42";"43.25";"0.07005780346820809";"0.07";""
"MLB7285987734";"VTK017787";"Cabo De Aço Galvanizado Vonder 1,5mm 6x7 Bobina 500m";"EVOLUSOM-PR";"ALVO_VALIDADO";"470";"479.77";"0.10000625299622735";"0.1";""
"MLB7285984342";"VTK017955";"Jogo De Panelas Tramontina Loreto Alumínio Starflon Max 5 Peças Grafite";"EVOLUSOM-PR";"ALVO_VALIDADO";"449";"449";"0.1123608017817372";"0.1";""
"MLB7285979328";"VTK018602";"Moldura Universal Permak 2 Din 90/g";"EVOLUSOM-PR";"ALVO_VALIDADO";"35";"35";"0.09428571428571428";"0.07";""
"MLB7285978902";"VTK018910";"Moldura Fiamon 2 Din Gm Vectra Gt/meriva/corsa/montana Prata";"EVOLUSOM-PR";"ALVO_VALIDADO";"49";"49";"0.0763265306122449";"0.07";""
"MLB7285976880";"VTK017760";"Miniprocessador Agratto Ampr01i-01 350ml 100w 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"122.94";"122.94";"0.09874735643403287";"0.07";""
"MLB7285976496";"VTK017599";"Interfone Hdl Az-s01 Ajuste Volume E Toque Branco";"EVOLUSOM-PR";"ALVO_VALIDADO";"221.78";"221.78";"0.2005140229055821";"0.1";""
"MLB7285976274";"VTK017328";"Fan Para Pc Gamer Gf12r 12cm Vermelho 32 Led";"EVOLUSOM-PR";"ALVO_VALIDADO";"67.53";"67.54";"0.07003257328990228";"0.07";""
"MLB7285975146";"VTK017363";"Cooler Gamer Evus F12d-argb Double Ring";"EVOLUSOM-PR";"ALVO_VALIDADO";"53.52";"57.05";"0.07011393514460999";"0.07";""
"MLB7285954730";"VTK018773";"Moldura Fiamon 2 Din Idea/ Idea Adventure 13/ 18 Prata";"EVOLUSOM-PR";"ALVO_VALIDADO";"152.53";"155.13";"0.07000580158576677";"0.07";""
"MLB7285954282";"VTK018376";"Moldura 2 Din Fiamon Gm Vectra Gt/ Meriva/ Corsa/ Montana Black";"EVOLUSOM-PR";"ALVO_VALIDADO";"48.56";"48.56";"0.0700164744645799";"0.07";""
"MLB7285952348";"VTK018198";"Liquidificador Philco Ph900 Com Filtro 12 Velocidades 3 Litros Vermelho 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"240";"251.62";"0.10003179397504174";"0.1";""
"MLB7285950578";"VTK018150";"Câmera Bullet Hikvision Plast Ds-2ce16d8t-itf 2.8 1080p";"EVOLUSOM-PR";"ALVO_VALIDADO";"330";"336.33";"0.10002081289210003";"0.1";""
"MLB7285499326";"VTK018513";"Par Lâmpadas Narva HB3 9005 White 12V 60W P20d";"EVOLUSOM-PR";"ALVO_VALIDADO";"101.72";"101.73";"0.07008748648382974";"0.07";""
"MLB7285498824";"VTK018703";"Cabo Auto Plastic Pompéia Profissional 50,00 Mm Rolo Com 12 Metros";"EVOLUSOM-PR";"ALVO_VALIDADO";"1099";"1193.19";"0.1500012571342368";"0.15";""
"MLB7285487582";"VTK018171";"Suporte Para Tv Multivisão Led-180 Preto Para Tv Samsung Led 26 A 55""";"EVOLUSOM-PR";"ALVO_VALIDADO";"134.52";"134.52";"0.07002676181980375";"0.07";""
"MLB4967208843";"VTK025275";"3 Jogos de Cordas 11 Custom Light Phosphor Violão Aço Elixir";"BKR1";"ALVO_VALIDADO";"912.38";"926.69";"0.10000107910951882";"0.1";""
"MLB4967205255";"VTK025269";"3 Jogos de Cordas 011 Custom Light 80/20 Violão Aço Elixir";"BKR1";"ALVO_VALIDADO";"934.97";"945.27";"0.1000031736964042";"0.1";""
"MLB4967203649";"VTK025267";"3 Jogos de Cordas 010 Light Guitarra Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"643.86";"649.82";"0.1000123111015358";"0.1";""
"MLB4967201979";"VTK025264";"3 Jogos de Cordas 009 Super Light Guitarra Optiweb Elixir";"BKR1";"ALVO_VALIDADO";"697.49";"727.87";"0.10000412161512359";"0.1";""
"MLB4967194711";"VTK025273";"3 Jogos de Cordas 012 Light Violão Aço Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"950.48";"963.8";"0.1";"0.1";""
"MLB4967194049";"VTK025272";"3 Jogos de Cordas 012 Light Phosphor Violão Aço Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"965.16";"979.65";"0.10000510386362477";"0.1";""
"MLB4967188495";"VTK025262";"3 Jogos de Cordas 009 Custom Light Guitarra Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"784.18";"793.46";"0.10000504121190733";"0.1";""
"MLB4967188037";"VTK025261";"2 Jogos de Cordas 12 Phosphor Violão Aço Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"605.71";"637.06";"0.10000627884343705";"0.1";""
"MLB4967187517";"VTK025260";"2 Jogos de Cordas 11 Custom Light Phosphor Violão Aço Elixir";"BKR1";"ALVO_VALIDADO";"572.82";"602.83";"0.10001161189721812";"0.1";""
"MLB4967187107";"VTK025259";"2 Jogos de Cordas 013 Medium 80/20 Violão Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"563.53";"596.43";"0.10001173649883474";"0.1";""
"MLB4967186763";"VTK025258";"2 Jogos de Cordas 012 Light Violão Aço Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"596.08";"626.42";"0.10001277098432362";"0.1";""
"MLB4967185851";"VTK025255";"2 Jogos de Cordas 011 Custom Light 80/20 Violão Aço Elixir";"BKR1";"ALVO_VALIDADO";"595.62";"625.94";"0.10000958558328274";"0.1";""
"MLB4967171103";"VTK025274";"3 Jogos de Cordas 013 Medium 80/20 Violão Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"890.01";"909.53";"0.10000769628269546";"0.1";""
"MLB4967168963";"VTK025270";"3 Jogos de Cordas 011 Medium Guitarra Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"566.05";"595.15";"0.10000840124338403";"0.1";""
"MLB4967167529";"VTK025268";"3 Jogos de Cordas 010 Light Guitarra Optiweb Elixir";"BKR1";"ALVO_VALIDADO";"683.08";"688.96";"0.10000580585229912";"0.1";""
"MLB4967165957";"VTK025266";"3 Jogos de Cordas 010 Extra Light Phosphor Violão Aço Elixir";"BKR1";"ALVO_VALIDADO";"977.72";"993.29";"0.10000100675532825";"0.1";""
"MLB4967165587";"VTK025265";"3 Jogos de Cordas 010 Extra Light 80/20 Violão Aço Elixir";"BKR1";"ALVO_VALIDADO";"757.09";"769.83";"0.10000909291661794";"0.1";""
"MLB4967164665";"VTK025263";"3 Jogos de Cordas 009 Super Light Guitarra Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"642.63";"681.99";"0.10000146629715978";"0.1";""
"MLB4967162183";"VTK025256";"2 Jogos de Cordas 011 Medium Guitarra Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"389.48";"411.27";"0.1000072944780801";"0.1";""
"MLB4967160835";"VTK025253";"2 Jogos de Cordas 010 Light Guitarra Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"421.75";"444.44";"0.10001350013500136";"0.1";""
"MLB4966508585";"VTK018148";"Telefone Sem Fio Intelbras Ts 3110 Branco/vermelho 4123101";"EVOLUSOM-PR";"ALVO_VALIDADO";"299";"299";"0.15862876254180602";"0.1";""
"MLB4966507939";"VTK018787";"Fone Headset Intelbras Chs-55 Conector Usb 4010058";"EVOLUSOM-PR";"ALVO_VALIDADO";"470";"477.75";"0.10001046572475145";"0.1";""
"MLB4966092305";"VTK018536";"Calota Grid 117CB Aro 14 Prata Gol Voyage 2014 Unidade";"EVOLUSOM-PR";"ALVO_VALIDADO";"105.76";"105.76";"0.0791414523449319";"0.07";""
"MLB4966055261";"VTK017521";"Reparo Jbl Selenium Rpst304 Para Super Tweeter St304";"EVOLUSOM-PR";"ALVO_VALIDADO";"80.57";"80.57";"0.0700012411567581";"0.07";""
"MLB4966054577";"VTK017173";"Fonte Chaveada Para Cftv 9v 500ma Com Led";"EVOLUSOM-PR";"ALVO_VALIDADO";"41";"41";"0.07";"0.07";""
"MLB4966000715";"VTK017592";"Controle Remoto Mxt 1065 Para Ar-condicionado Universal Kt-1000";"EVOLUSOM-PR";"ALVO_VALIDADO";"47.95";"47.96";"0.07005838198498748";"0.07";""
"MLB4965988433";"VTK017837";"Ponta Fenda Para Ferro De Solda Hikari Hk Plus Sc-60 Com 4 Peças";"EVOLUSOM-PR";"ALVO_VALIDADO";"90.19";"90.19";"0.13349595298813616";"0.07";""
"MLB4965927843";"VTK021130";"Controle Remoto Mxt 01347 Tv Led Lg Akb 75095308";"EVOLUSOM-PR";"ALVO_VALIDADO";"56.35";"56.35";"0.31748003549245785";"0.07";""
"MLB4965919583";"VTK019526";"Módulo Para Porteiro Residencial Intelbras Ipr 8000n Módulo Interno";"EVOLUSOM-PR";"ALVO_VALIDADO";"206.82";"206.82";"0.1992553911613964";"0.1";""
"MLB4965893887";"VTK021272";"Intelbras Telefone Ip Tip 125i Cz 4201251";"EVOLUSOM-PR";"ALVO_VALIDADO";"370";"377.22";"0.10002120778325643";"0.1";""
"MLB4961750989";"VTK021397";"Autotransformador Blindado Indusat 750va Tripolar";"EVOLUSOM-PR";"ALVO_VALIDADO";"185.75";"185.75";"0.1994078061911171";"0.07";""
"MLB4961738321";"VTK021398";"Autotransformador Blindado Indusat 1010va Tripolar";"EVOLUSOM-PR";"ALVO_VALIDADO";"197";"197";"0.17680203045685278";"0.07";""
"MLB7298190078";"VTK018479";"Cabo Hdmi Aquário 4k20 4k Macho X Macho 2.0 20m";"EVOLUSOM-PR";"ALVO_VALIDADO";"286.25";"286.25";"0.21439301310043668";"0.1";""
"MLB7298189920";"VTK017396";"Cabo Rca 'y' Technoise Series 400 Pro 2 Macho X 1 Femea Vermelho - 20cm";"EVOLUSOM-PR";"ALVO_VALIDADO";"53";"55.24";"0.07005792903692976";"0.07";""
"MLB7298189818";"VTK000591";"Ventilador de Parede Ventisol New 50cm Preto 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"279";"312.94";"0.1000191730044098";"0.1";""
"MLB7298177184";"VTK003308";"Patch Cord U/UTP CAT.6 CMX 10m T568A/B Azul FURUKAWA SOHOPLUS";"EVOLUSOM-PR";"ALVO_VALIDADO";"137";"142.47";"0.07004983505299361";"0.07";""
