ml_item_id,sku,produto_id,status,titulo,categoria,tipo_atual,prazo_atual,origem_comprovada,prazo_proposto,unidade,fonte,evidencia_em,pendencia,acao,doze_meses_sem_evidencia,observado_em
MLB4585804315,VTK000834,5910f13e-8cfa-40ef-9efd-9fdaf30ae999,paused,Nobreak Ts Shara Xpro Universal 1200va Bivolt 6 Tomadas Preto,MLB270504,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:6d9b24dd-70f2-4474-b21d-4bd0a2d8b966:descricao,2026-09-06T02:11:30.661+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:40.426Z
MLB7009932912,VTK000431,45a93cd8-60b1-4eb4-b863-6b6d570ad490,paused,Ventilador Parede Ventisol Monta Fácil 50cm 6 Pás 50 Cm Preto 127v Plástico 6,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:59b87551-636a-4338-930a-3101ce38552b:descricao,2026-09-06T01:38:17.4+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:49.123Z
MLB7009920078,VTK002677,aad1c388-4c3b-4d56-a2c3-30ee79fe2303,paused,Ventilador Parede Ventisol Steel 50cm 200w Bivolt 50 Cm Preto 127v/220v Cinza Plástico 6,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:f1ab7daf-666e-4209-8e60-990e68869e68:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:49.123Z
MLB7009876106,VTK000327,3f94d667-b7d5-4f94-82cd-d57e7dfd574d,paused,Cabo De Rede Furukawa Sohoplus Cat6 Utp Cmx 305m,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:89bf33cc-e296-4c50-8f3e-4c2a4f5070cf:descricao,2026-09-06T01:25:27.32+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:49.287Z
MLB4807796125,VTK000431,45a93cd8-60b1-4eb4-b863-6b6d570ad490,paused,Ventisol Ventilador De Parede Monta Fácil 50cm Preto 50 Cm 127v Plástico 6,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:59b87551-636a-4338-930a-3101ce38552b:descricao,2026-09-06T01:38:17.4+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:57.159Z
MLB7062174544,VTK000327,3f94d667-b7d5-4f94-82cd-d57e7dfd574d,paused,Cabo De Rede Utp Cat6 Preto Furukawa Sohoplus Rolo 150 Mt,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:89bf33cc-e296-4c50-8f3e-4c2a4f5070cf:descricao,2026-09-06T01:25:27.32+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:57.708Z
MLB7062096550,VTK000327,3f94d667-b7d5-4f94-82cd-d57e7dfd574d,paused,Furukawa Cabo Utp Cat6 24awg 35m Preto Cobre Modelo 23400187,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:89bf33cc-e296-4c50-8f3e-4c2a4f5070cf:descricao,2026-09-06T01:25:27.32+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:57.867Z
MLB7061381564,VTK000327,3f94d667-b7d5-4f94-82cd-d57e7dfd574d,paused,Cabo Rede Furukawa Soho Plus Cat6 305m Cmx U/utp Anti-chamas,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:89bf33cc-e296-4c50-8f3e-4c2a4f5070cf:descricao,2026-09-06T01:25:27.32+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:57.869Z
MLB7061199552,VTK000327,3f94d667-b7d5-4f94-82cd-d57e7dfd574d,paused,Cabo De Rede Furukawa Soho Plus Cat6 U/utp 24awg - 305m Cor Preto,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:89bf33cc-e296-4c50-8f3e-4c2a4f5070cf:descricao,2026-09-06T01:25:27.32+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:57.869Z
MLB7076594962,VTK000171,a21e93b9-7057-4f31-84eb-2b2cbde856fc,paused,Ventilador De Parede Ventisol Oscilante 60cm Aço Preto 60 Cm Preto 220v Plástico,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:f7666943-4e83-44fa-92ee-fcbd19aaccef:descricao,2026-09-05T23:49:23.933+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:58.935Z
MLB4836093067,VTK000101,0031fe1b-1b9c-473c-9923-85745b469bef,paused,Estabilizador Ts Shara Powerest 1000va Bivolt 9007 Preto,MLB1720,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,anos,produto_fornecedor_ofertas:c9f29755-7dc5-4685-aa90-52dc38e60522:descricao,2026-09-06T00:38:27.334+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:14:59.938Z
MLB7087436152,VTK004526,371a9470-29f8-4937-a0ed-a551d01ea1b9,paused,Ventilador Parede Ventisol Falcon 60cm 230w Bivolt 60 Cm Preto 127/220v Plástico 6,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:9101bb9c-f50c-45ab-aefb-4d4f89d3ea42:descricao,2026-09-06T02:14:27.975+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:01.277Z
MLB7087149522,VTK001056,7f883cb2-4aab-4ee2-9816-b19947fc8d33,paused,Ventilador De Teto Ventisol Mistral 3 Pás Branco/bronze Branco 220v Plástico 3,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:08aad040-9a8c-4df5-a946-8ef5e3b74bc8:descricao,2026-09-06T02:03:33.903+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:06.171Z
MLB7087131276,VTK001065,93af5f2f-aeed-4ba5-80c4-99a6093467a3,paused,Cabo De Rede Cat 6 Cmx 305m Branco Furukawa Sohoplus,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:7d0e5219-b389-4b91-bdf0-2990987123c7:descricao,2026-09-06T01:25:27.32+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:06.341Z
MLB7087131166,VTK001064,920bbd7f-8b15-46bf-8f48-4c24e34d6ded,paused,Cabo De Rede Cinza Cat 6 Cmx 305m Furukawa Sohoplus,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:80bd6c66-8271-4f99-8f22-902c52c1670b:descricao,2026-09-06T01:25:27.32+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:06.360Z
MLB7087124382,VTK000700,fb9d6eb6-4f5e-4e06-96a5-9daedcfc6b09,paused,Climatizador Ventisol Clin16-02 16l 130w 220v Branco 220v,MLB72503,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:a5a785ea-d1e7-4bf3-8e22-e8d31a9aa649:descricao,2026-09-06T02:01:22.557+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:06.687Z
MLB7087039266,VTK000415,1a757683-36f2-46d3-b51e-bb01f2350d17,paused,Cabo Rede Furukawa Sohoplus Cat6 Utp Cmx 305m,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:217807fd-5f4d-4acb-b318-e2f6365ece65:descricao,2026-09-06T01:33:28.273+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:08.821Z
MLB7087035502,VTK000396,f7ef2e69-1ab4-4bad-904e-a526567c5ce9,paused,Cabo De Rede Furukawa Sohoplus Cat5e Utp 305m,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:b55cc5ee-7adb-42d1-b459-d0590940def3:descricao,2026-09-06T00:28:33.293+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:08.988Z
MLB7086987432,VTK000264,b60282f4-c175-4d60-ad13-14ba72055f10,paused,Termo-higrômetro Minipa Mt-241a Digital Interno Externo,MLB49081,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:842ac3a5-f7e3-4efb-9c98-a0a5be5baec6:descricao,2026-09-06T01:09:28.957+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:09.650Z
MLB7086985642,VTK000178,af7cdd60-596b-42fd-b646-9c8e8e04e900,paused,Cabo Rede Furukawa Sohoplus Cat6 U/utp Cmx Azul 305m,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:53937316-6170-4aa1-bb5e-0a941851ca6b:descricao,2026-09-06T00:50:21.015+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:09.501Z
MLB7086955866,VTK000081,ddb7ff2b-f040-4012-aec0-ae8086f8373c,paused,Cabo Rede Furukawa Sohoplus Cat5e U/utp Cmx 305m Azul,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:1dc01c4a-f6cc-4966-b54b-adbdfe7ce12c:descricao,2026-09-06T00:24:18.583+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:10.670Z
MLB4842212773,VTK005420,2a6f1e92-bbe6-4595-8acc-17e54ad5d2ad,paused,Climatizador Ventisol Clin16-02 16l 130w 127v Branco/cinza 127v,MLB72503,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:1377ded0-4121-47ac-bdfa-022fb8afc9cf:descricao,2026-09-06T02:06:28.736+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:11.339Z
MLB4842129805,VTK001415,31073a1c-42bf-4e7c-8894-5481d77da49c,paused,Cabo Rede Furukawa Sohoplus Cat5e Cmx Cinza 305m,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:f30f0d1e-c59e-4c41-b3a6-d2b323c09c44:descricao,2026-09-06T00:28:33.293+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:14.307Z
MLB4841970175,VTK000386,dd37c80d-9387-4e64-a622-f9805574182a,paused,Cabo De Rede Furukawa Sohoplus Cat5e Utp 305m,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:e84902b7-bab9-401e-b516-f1479695908f:descricao,2026-09-06T00:28:33.293+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:19.137Z
MLB4841913775,VTK000042,6e24d68f-9d50-4688-8d0d-9f40bf519ce4,paused,Alicate Amperimetro Digital Minipa Et 3200a 1000a Ca,MLB30162,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:a0adb4eb-39c1-4f2d-8ca0-00c58eebeab9:descricao,2026-09-06T00:24:18.583+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:19.664Z
MLB7097115554,VTK000042,6e24d68f-9d50-4688-8d0d-9f40bf519ce4,paused,Alicate Amperímetro Minipa Et3200a 1000a Ca,MLB30162,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:a0adb4eb-39c1-4f2d-8ca0-00c58eebeab9:descricao,2026-09-06T00:24:18.583+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:20.014Z
MLB7095638400,VTK000576,babe86b2-c048-4951-b8bd-f19d64287569,paused,Estabilizador Ts Shara Powerest 300va 115v 4 Tomadas,MLB1720,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,4,anos,produto_fornecedor_ofertas:189ee9d9-e4f2-4348-b2f9-e9ee1a229b71:descricao,2026-09-06T01:48:19.941+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:20.684Z
MLB7095390074,VTK000178,af7cdd60-596b-42fd-b646-9c8e8e04e900,paused,Cabo De Rede Azul Utp Rj45 Cat6 Furukawa Sohoplus Cx 305 Mts,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:53937316-6170-4aa1-bb5e-0a941851ca6b:descricao,2026-09-06T00:50:21.015+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:21.637Z
MLB7095390042,VTK000396,f7ef2e69-1ab4-4bad-904e-a526567c5ce9,paused,Cabo Rede Rj45 U/utp Cat5e Furukawa Sohoplus 305m Cobre Puro Cor Preto,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:b55cc5ee-7adb-42d1-b459-d0590940def3:descricao,2026-09-06T00:28:33.293+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:21.633Z
MLB7095338504,VTK005420,2a6f1e92-bbe6-4595-8acc-17e54ad5d2ad,paused,Climatizador Portátil 16 Litros 130w Ventisol Clin16 Cor Cinza 127v,MLB72503,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:1377ded0-4121-47ac-bdfa-022fb8afc9cf:descricao,2026-09-06T02:06:28.736+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:22.109Z
MLB7095337830,VTK001064,920bbd7f-8b15-46bf-8f48-4c24e34d6ded,paused,Cabo De Rede Furukawa Soho Plus Cat6 Cmx Cx 305m Cinza,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:80bd6c66-8271-4f99-8f22-902c52c1670b:descricao,2026-09-06T01:25:27.32+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:22.288Z
MLB7095328234,VTK000386,dd37c80d-9387-4e64-a622-f9805574182a,paused,Cabo De Rede Furukawa Cat5e Utp 305m 100% Cobre Branco,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:e84902b7-bab9-401e-b516-f1479695908f:descricao,2026-09-06T00:28:33.293+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:22.612Z
MLB7095326792,VTK001415,31073a1c-42bf-4e7c-8894-5481d77da49c,paused,Cabo De Rede Furukawa Soho Plus Cat5e 305 Metros Cmx Cftv 4 Pares 100% Cobre - Cinza,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:f30f0d1e-c59e-4c41-b3a6-d2b323c09c44:descricao,2026-09-06T00:28:33.293+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:22.773Z
MLB4850158181,VTK000264,b60282f4-c175-4d60-ad13-14ba72055f10,paused,Relogio Termo Higrometro 2 Canais Mt-241a Minipa,MLB49081,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:842ac3a5-f7e3-4efb-9c98-a0a5be5baec6:descricao,2026-09-06T01:09:28.957+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:25.165Z
MLB7105511124,VTK004526,371a9470-29f8-4937-a0ed-a551d01ea1b9,paused,Ventilador De Parede 60 Cm Oscilante Preto Falcon Ventisol Material Das Pás Plastico Quantidade De Pás 6 127/220v,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:9101bb9c-f50c-45ab-aefb-4d4f89d3ea42:descricao,2026-09-06T02:14:27.975+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:25.481Z
MLB7111547940,VTK001253,745083f7-8942-4e94-8f7a-e27ff7ee5061,paused,Multímetro Minipa Et-2082e True Rms 20a Cat Iii 600v,MLB30214,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:6de7dd80-8bda-46cf-9667-7e99c04c73bc:descricao,2026-09-06T01:28:32.794+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:28.178Z
MLB4857541505,VTK002002,041f2d0a-ad39-4c1a-9495-153f8dd07ae2,paused,Ventilador Mesa Ventisol Turbo 6 40cm Forte Silencioso 127v 30 Cm 60hz Preto 127v Cinza Plástico 6,MLB1645,Garantia de fábrica,3 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:9d62a9cc-f7e3-4b9d-950f-9533b65ec98b:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:30.700Z
MLB4857541493,VTK002038,7b28fa69-be7d-4cb7-a75b-93c1223266a4,paused,Ventilador De Mesa Ventisol Turbo 6 40cm Preto/cinza 220v 30 Cm 60 Hz Preto 220v Azul Plástico 6,MLB1645,Garantia de fábrica,3 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:a44707a5-79bd-4f64-9329-5ff27ed597b7:descricao,2026-09-06T00:02:21.8+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:30.697Z
MLB4857497845,VTK006597,efff24ec-1370-4658-86f0-9e685a513eeb,paused,Ferro Arno Steamgliss Fsgp Antiaderente 1200w Branco/verde 127v,MLB31689,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:4c6ae0d6-44cb-4b49-9a83-ce8456492721:descricao,2026-09-06T02:22:23.547+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:33.455Z
MLB4857497823,VTK003763,9ebe8768-a13b-4c84-bf13-3632e421bd4e,paused,Aspirador Pó E Água Agratto Gt1500 11l 1400w Preto/amarelo 127v,MLB270503,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:9b40397b-2bc5-4a5b-9130-b602d67d4bc5:descricao,2026-09-05T23:49:23.933+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:34.329Z
MLB7149335436,VTK001253,745083f7-8942-4e94-8f7a-e27ff7ee5061,paused,Multímetro Digital - Et-2082e Minipa,MLB30214,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:6de7dd80-8bda-46cf-9667-7e99c04c73bc:descricao,2026-09-06T01:28:32.794+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:43.565Z
MLB4880633331,VTK003763,9ebe8768-a13b-4c84-bf13-3632e421bd4e,paused,Aspirador De Pó E Agua Gt1500 11l 1400w Pto/am. Preto/amarelo 220v,MLB270503,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:9b40397b-2bc5-4a5b-9130-b602d67d4bc5:descricao,2026-09-05T23:49:23.933+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:44.527Z
MLB4880633277,VTK006597,efff24ec-1370-4658-86f0-9e685a513eeb,paused,Ferro A Vapor Elétrico Arno Steamgliss Fsgp Cor Branco/verde 127v,MLB31689,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:4c6ae0d6-44cb-4b49-9a83-ce8456492721:descricao,2026-09-06T02:22:23.547+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:44.525Z
MLB4880559997,VTK000576,babe86b2-c048-4951-b8bd-f19d64287569,paused,Estabilizador Ts Shara Powerest 300va E.mono 115v S.115v 4t Cor Preto,MLB1720,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,4,anos,produto_fornecedor_ofertas:189ee9d9-e4f2-4348-b2f9-e9ee1a229b71:descricao,2026-09-06T01:48:19.941+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:44.835Z
MLB7151451634,VTK002038,7b28fa69-be7d-4cb7-a75b-93c1223266a4,paused,Ventilador Mesa Turbo 6 Pás 30cm Azul Premium Ventisol 30 Cm 60 Hz Preto Azul Plástico 6 220v,MLB1645,Garantia de fábrica,3 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:a44707a5-79bd-4f64-9329-5ff27ed597b7:descricao,2026-09-06T00:02:21.8+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:46.568Z
MLB4898612533,VTK000081,ddb7ff2b-f040-4012-aec0-ae8086f8373c,paused,Cabo De Rede Furukawa Cat 5e Caixa 305m Cmx Soho Plus Azul,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:1dc01c4a-f6cc-4966-b54b-adbdfe7ce12c:descricao,2026-09-06T00:24:18.583+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:48.652Z
MLB4907843257,VTK001369,ac781d9f-3af3-4553-831d-8f67fbd6ec38,paused,Nobreak Ts Shara Ups Xpro Compact 1000va Universal Bivolt - 4528 Preto,MLB270504,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:a6918f6a-6ef9-4848-b0ec-6d0ad2960225:descricao,2026-09-06T01:15:27.169+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:49.641Z
MLB7152529522,VTK003590,dcb3befc-0e4a-462a-88f8-46e4ad835d12,paused,Suporte De Parede Fixo Tv/monitor De 14 Até 84 Multivisão Cor Preto,MLB11529,Garantia de fábrica,3 meses,GARANTIA_FORNECEDOR,5,anos,produto_fornecedor_ofertas:35391ae6-ad28-4e96-8822-64570475137a:descricao,2026-09-06T01:09:28.957+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:49.955Z
MLB4857625809,VTK003590,dcb3befc-0e4a-462a-88f8-46e4ad835d12,paused,Suporte Fixo Para Tv 14  A 84  M1-pr Preto Multivisão Preto,MLB11529,Garantia de fábrica,3 meses,GARANTIA_FORNECEDOR,5,anos,produto_fornecedor_ofertas:35391ae6-ad28-4e96-8822-64570475137a:descricao,2026-09-06T01:09:28.957+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:50.833Z
MLB7137189150,VTK004736,67b651cb-747d-42a2-9616-1796bce649f7,paused,Alicate De Crimpar Hikari Hk-303 Catraca Rj45 Rj12 Rj11,MLB188429,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:ba8b9b11-e259-478a-a710-5756c17ce81a:descricao,2026-09-06T01:07:19.411+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:55.762Z
MLB7087436506,VTK004736,67b651cb-747d-42a2-9616-1796bce649f7,paused,Alicate Crimpador Hikari Hk-303 Com Catraca Rj11 Rj45,MLB188429,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:ba8b9b11-e259-478a-a710-5756c17ce81a:descricao,2026-09-06T01:07:19.411+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:55.919Z
MLB7239069120,VTK018921,df364e36-4318-4d5a-bb86-2dd7546b7bc0,paused,Testador De Cabos De Rede E Alicate De Crimpar Hikari Hk-305,MLB271716,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:b59fb858-cd42-4390-bff0-1415fd624ba4:descricao,2026-09-06T01:07:19.411+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:59.457Z
MLB7239068304,VTK000384,d416d068-469b-49d8-8363-dd08943f331b,paused,Suporte Articulado Para Tv 14 -56  M2-pr Multivisão Preto,MLB11529,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,5,anos,produto_fornecedor_ofertas:f912ccf4-dba5-4240-b15a-44ac53fc2778:descricao,2026-09-06T01:09:28.957+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:59.459Z
MLB7239014824,VTK019007,279cd801-e10c-410a-9986-22b88a4a331b,paused,Multimídia Svart S900x 9 Octacore Carplay Android Auto,MLB135679,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:262715a8-ba24-4799-ba00-9a6de146a981:descricao,2026-09-06T02:19:22.264+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:15:59.775Z
MLB4937486141,VTK017908,a540d98f-8112-4d22-b21e-26f7f528a1f1,paused,Bateria Selada De Chumbo Elgin Vrla 12v 5ah,MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:0dfb4f7d-4ff1-45b1-b150-4dcf390b4f34:descricao,2026-09-06T02:19:22.264+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:01.086Z
MLB4937474577,VTK017900,dfae7484-7e88-4734-97f9-8b6c21617dfc,paused,Autotransformador Indusat 2000va Bivolt Tripolar,MLB30197,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:0a2879f0-cd29-4795-86dd-68a66446811b:descricao,2026-09-06T01:20:29.267+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:01.083Z
MLB4937527631,VTK018584,9e289fe6-3c2f-4c6c-9700-c2e825741f6d,paused,Mouse Sem Fio Recarregável Lenovo Lecoo Ws207 Branco,MLB1714,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,9,meses,produto_fornecedor_ofertas:81155cc3-0eb7-42e7-9ef1-70543b58ccd8:descricao,2026-09-06T02:19:22.264+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:01.736Z
MLB7247345748,VTK018921,df364e36-4318-4d5a-bb86-2dd7546b7bc0,paused,Alicate Crimpar Com Testador Hk-305 Hikari Para Cabos De Rede Rj45,MLB271716,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:b59fb858-cd42-4390-bff0-1415fd624ba4:descricao,2026-09-06T01:07:19.411+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:01.731Z
MLB4942206239,VTK017908,a540d98f-8112-4d22-b21e-26f7f528a1f1,paused,Bateria Selada Elgin Chumbo 12v X 5ah - Ele000000082350,MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:0dfb4f7d-4ff1-45b1-b150-4dcf390b4f34:descricao,2026-09-06T02:19:22.264+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:02.144Z
