"sku","fornecedor","nome","gtin_atual","categoria_gtin","justificativa","fonte","status","conditional_required_ids","dslite_gtin_live"
"VTK026022","BKR1","Controle Compatível Toyota 3 B Corolla 2002 A 2008","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB440306","GTIN_LOOKUP_BLOCKED","",""
"VTK026023","BKR1","Chave Canivete Compatível Citroen 3 B Direct (sem Lamina)","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB63526","GTIN_LOOKUP_BLOCKED","",""
"VTK026024","BKR1","Controle Compatível Fiat 2 B Preta Direct","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB440306","GTIN_LOOKUP_BLOCKED","",""
"VTK026025","BKR1","Chave Canivete Compatível Fiat 500 3 B Direct","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB63526","GTIN_LOOKUP_BLOCKED","",""
"VTK026026","BKR1","Chave Canivete Compatível Bmw 3 B Universal (sem Lamina)","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB63526","GTIN_LOOKUP_BLOCKED","",""
"VTK026027","BKR1","Chave Canivete Compatível Citroen 3b Universal (sem Lamina)","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB63526","GTIN_LOOKUP_BLOCKED","",""
"VTK026030","BKR1","Capa Controle Compatível Toyota 3 B Corolla 2002 A 2008","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026031","BKR1","Capa Controle Compatível Px32 3 B","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026032","BKR1","Capa Controle Compatível Pxn62 4 B","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026033","BKR1","Capa Controle Compatível Pxn58 4 B","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026034","BKR1","Chave Canivete Compatível Vw 3 B G5 Direct","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB63526","GTIN_LOOKUP_BLOCKED","",""
"VTK026036","BKR1","Capa Controle Compatível Px40 4 B","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419817","GTIN_LOOKUP_BLOCKED","",""
"VTK026038","BKR1","Capa Controle Compatível Px42 4 B","","not_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419998","GTIN_LOOKUP_BLOCKED","",""
"VTK026039","BKR1","Capa Controle Compatível Novo Px32 4 B","","conditional_required","Fonte oficial deferred: firecrawl_http_402_circuit_open","DSLite fornecedor 108; ML categoria MLB419817","GTIN_LOOKUP_BLOCKED","",""
